Unnamed: 0,城市,职位名称,公司名称,公司规模,公司类型,薪资,学历要求,技能要求,工作经验要求,评分
186,上海,数据分析与消费者洞察主管,上海之禾企业发展有限公司,1000-9999人,外商独资,2.5万-3.5万,本科,SQL ,5-10年,8.15
187,上海,数据分析,上海馥盾检测技术有限公司,20人以下,民营,8千-1.5万,本科,生物统计学 英语 SAS ,不限,5.55
188,上海-闵行,数据分析,西门子(中国)有限公司,10000人以上,外商独资,面议,本科,Python ,1-3年,7.45
189,上海-徐汇,薪资福利主管（数据分析）,达美乐比萨,500-999人,外商独资,1.5万-1.8万,本科,薪酬福利 薪酬核算 薪酬分析 外企 ,5-10年,7.55
190,上海-松江,数据分析,上海正泰电器国际贸易有限公司,10000人以上,民营,1.5万-2.5万,本科,业务管理 ,3-5年,7.3
191,上海-浦东,数据分析岗,中晟供应链有限公司,20-99人,民营,1.5万-3万,本科,数据分析 金融数据分析 ,3-5年,6.25
192,上海-虹口,数据分析（外包天翼/贷后策略数据分析）,北京银丰新融科技开发有限公司,1000-9999人,民营,1.2万-1.7万,本科,SQL 贷后数据分析 ,3-5年,7.2
193,上海,数据分析专员,立邦投资有限公司,10000人以上,外商独资,8千-1.3万,本科,行业数据分析 BI报表 平台数据分析 ,1-3年,7.45
194,上海-长宁,数据分析（预防医学）,好人生(上海)健康科技有限公司,20-99人,民营,1.2万-2万,硕士,临床数据分析 ,不限,5.8
195,上海,数据分析员,招商银行股份有限公司信用卡中心,1000-9999人,股份制企业,6千-1万,本科,Python 运营数据分析 销售数据分析 ,1-3年,7.1
196,上海-闵行,数据分析,上海酪神世家健康科技发展有限公司,100-299人,民营,1.7万-2.5万,本科,销售数据分析 运营数据分析 财务数据分析 ,3-5年,6.55
197,上海-静安,数据分析运营,上海兼达信息技术服务有限公司,100-299人,民营,8千-1万,本科,行业数据分析 数据采集 商业数据分析 经营数据分析 市场数据分析 Power BI ,1-3年,6.4
198,上海-松江,销售运营-数据分析,上海正泰电器国际贸易有限公司,10000人以上,民营,1.5万-2.5万,本科,销售运营 ,3-5年,7.3
199,上海-青浦,办公室数据分析员,德邦物流,10000人以上,上市公司,5千-6千,本科,运营数据分析 ,不限,7.15
201,上海-虹口,瑞典汽车品牌—直售数据分析专员,上海中智项目外包咨询服务有限公司,1000-9999人,国企,1.5万-2万,本科,excel Power BI Tableau SQL SPSS Python ,3-5年,7.35
202,上海,销售数据分析,云竞(上海)电子科技有限公司,500-999人,民营,1.2万-1.8万,本科,IT/互联网 Java Python SPSS SAS Stata 批发/零售 餐饮业 ,3-5年,6.9
203,上海-浦东,仓储数据分析专员,丰豪物流(北京)有限公司上海分公司,1000-9999人,民营,8千-1万,本科,医疗设备/器械 ,3-5年,7.2
204,上海-长宁,销售团队数据分析员,任仕达企业管理(上海)有限公司深圳分公司,100-299人,外商独资,9千-1.1万,本科,销售助理 市场助理 数据分析 Power BI PIVOT excel ,1-3年,6.7
205,上海-虹口,瑞典汽车品牌—数据分析专员,上海中智项目外包咨询服务有限公司,1000-9999人,国企,1.2万-1.5万,本科,汽车行业 销售漏斗管理 报表管理 ,1-3年,7.2
206,上海-长宁,业务经营经理-数据分析（网络金融）,交银企业管理服务(上海)有限公司张江高科技园区分公司,1000-9999人,国企,1.6万-2.5万,本科,C端运营 用户运营 平台运营 策略运营 ,3-5年,7.35
207,上海-长宁,商业数据分析主管/经理,欣和企业,1000-9999人,外商独资,1万-2万,本科,数学/统计学专业 ,3-5年,7.5
209,上海-闵行,商业数据分析,阿伽科技(上海)有限公司,20人以下,民营,8千-1.4万,本科,数学/统计学专业 时间序列分析 Python ,1-3年,5.95
210,上海,管培生（数据分析）,上海天籍信息科技有限公司,20-99人,民营,8千-1.3万,硕士,数据统计分析 策划 市场营销 ,1年以下,6.0
211,上海,市场产品专员（数据分析）,德高广告（上海）有限公司,1000-9999人,外商独资,6千-1万,本科,广告 ,不限,6.9
212,上海-虹口,瑞典汽车品牌—销售数据分析专员,上海中智项目外包咨询服务有限公司,1000-9999人,国企,1.5万-2万,本科,数据分析 销售业务数据 ,1-3年,7.15
213,上海-长宁,风险管理经理-数据分析（网络金融）,交银企业管理服务(上海)有限公司张江高科技园区分公司,1000-9999人,国企,1.6万-2.3万,本科,SAS Python ,3-5年,7.35
214,上海-长宁,数据分析实习生,爱德士缅因生物制品贸易(上海)有限公司,100-299人,外商独资,120-150/天,本科,Python SQL 销售数据分析 ,无经验,6.1
215,上海,数据分析,上海链家地产,10000人以上,民营,8千-1.6万,本科,物联网 房地产 物业服务 贷款行业 银行 投资/理财 面销 电销 ,不限,6.75
216,上海-浦东,广告风控数据分析,宜通华瑞,1000-9999人,民营,2.5万-3万,本科,广告风控 风控 ,5-10年,7.85
217,上海-徐汇,数据分析实习生,经纬恒润,1000-9999人,民营,130-200/天,本科,Python SQL SPSS ,无经验,6.4
218,上海-黄浦,BI商业数据分析课程上海/培训招生,51Testing,100-299人,民营,8千-1.2万,大专,CAD 综合维修 制冷设备维修 医疗设备维修 电气设备维修 生产设备维修 印刷设备维修 机械设备维修 ,不限,5.9
219,上海-杨浦,python数据分析（游戏行业）,上海坤亿信息技术有限公司,20-99人,民营,1.5万-1.8万,大专,NumPy PySpark Python web框架 PostgreSQL MySQL Python可视化库 ,3-5年,6.25
220,上海-浦东,数据分析助理总监（销售分析方向）,云竞(上海)电子科技有限公司,500-999人,民营,2.6万-3.5万,本科,SQL 批发/零售 交通/物流 餐饮业 农/林/牧/渔 ,3-5年,7.15
221,上海-浦东,Business Analysis Intern 数据分析实习生,麦朗(上海)医疗器材贸易有限公司,100-299人,外商独资,150-180/天,本科,SQL ,无经验,6.1
222,上海-浦东,能力发展实习生（数据分析方向）,阿特拉斯.科普柯（上海）贸易有限公司,1000-9999人,外商独资,2千-3千,本科,SPSS SQL ,不限,6.9
223,上海,数据分析实习生,上海东证期货有限公司,500-999人,国企,50-80/天,本科,Python 金融数据分析 ,无经验,6.3
224,上海-徐汇,数据分析,上海境安环境检测技术有限公司,20-99人,民营,100-150/天,中专/中技,Python excel ,无经验,5.35
225,上海-奉贤,数据分析与算法经理,上海伯杰医疗科技股份有限公司,500-999人,民营,2万-4万,本科,算法研究 智慧医疗 Python MATLAB ,5-10年,7.55
226,上海-普陀,文员数据分析员,上海保安,10000人以上,国企,100-120/天,大专,数据判读 文职工作 ,无经验,6.65
227,上海-长宁,数据分析,上海境安环境检测技术有限公司,20-99人,民营,100-150/天,中专/中技,Python excel ,无经验,5.35
228,上海-黄浦,Python大数据分析,51Testing,100-299人,民营,8千-1.2万,大专,CAD UG CAXA Ansoft Nastran SolidWorks 初级电气工程师 ,不限,5.9
229,上海-静安,数据分析,上海链家地产,10000人以上,民营,1.5万-3万,本科,互联网行业 网络/信息安全 房地产 互联网金融 教育培训 投资/理财 建筑业 贷款行业 ,不限,6.7
230,上海-闵行,IT数字化项目管理(数据分析Python),西门子(中国)有限公司,10000人以上,外商独资,面议,本科,SAP项目 机器学习 云计算 ,不限,7.05
231,上海-杨浦,数据分析,北京知锐企服科技有限公司,100-299人,民营,9千-1万,大专,SQL 数据分析 ,不限,5.9
232,上海-闵行,营运助理,上海链家地产,10000人以上,民营,8千-1.5万,本科,个人客户 房地产 ,不限,6.75
233,上海-杨浦,销售策略/数据分析,深圳南区人瑞人力资源服务有限公司,10000人以上,上市公司,7千-1万,大专,销售行业 SQL ,1-3年,7.45
234,上海-静安,数据分析,上海东浩人力资源有限公司,100-299人,国企,1.2万-1.5万,本科,数据分析 ,1-3年,6.6
235,上海-徐汇,呼叫中心中台数据分析,深圳南区人瑞人力资源服务有限公司,10000人以上,上市公司,1.2万-1.5万,本科,Python SQL R语言 商业数据分析 运营数据分析 ,3-5年,7.75
236,上海-虹口,数据分析,北京仕邦达人力资源服务有限公司上海分公司,100-299人,合资,1.2万-1.5万,本科,SQL Python ,1-3年,6.5
237,上海-浦东,数据分析专员,外企德科,1000-9999人,合资,7千-1万,本科,SQL Tableau Power BI ,1-3年,7.1
238,上海-浦东,数据分析员,上海巨政劳务派遣有限公司,20-99人,民营,6千-7千,大专,周六日休息 早九晚六 入职交金 ,1-3年,6.0
239,上海-长宁,BI数据分析-中高级优先,深圳南区人瑞人力资源服务有限公司,10000人以上,上市公司,2万-3.5万,本科,SQL 数据分析/挖掘经验 泛零售、鞋服、餐饮行业 供应链计划管理 库存、配补调管理 ,不限,7.4
240,上海-杨浦,python数据分析,苏州金色未来信息咨询股份有限公司,100-299人,上市公司,9千-1.3万,本科,Python SQL Scala 自动驾驶行业 Pandas ,1-3年,6.8
241,上海-闵行,实力公司，前途坦荡+保底8K起，市场营销+大数据分析能力,上海链家地产,10000人以上,民营,8千-1.5万,本科,电子商务 投资/理财 互联网金融 新零售 物联网 教育培训 服装/纺织 渠道销售 ,不限,6.75
242,上海-长宁,高级BI数据分析-消费品财务方向,深圳南区人瑞人力资源服务有限公司,10000人以上,上市公司,2.5万-4万,本科,SQL 财务数据分析 资产负债、损益、现金流量 指导初级分析师的工作 消费品、电商、互联网等背景 数据分析与商业决策经验 ,不限,7.4
243,上海-长宁,数据分析-230135,上海中智人才顾问咨询有限公司,20-99人,国企,1.5万-2万,本科,行业经验 ,5-10年,6.85
244,上海-宝山,销售顾问＋数据分析+资产管理专家,上海链家地产,10000人以上,民营,8千-1.4万,本科,网络/信息安全 通信/网络设备 ,不限,6.75
245,上海-闵行,呼叫中心中台数据分析/12~15k,深圳南区人瑞人力资源服务有限公司,10000人以上,上市公司,1.2万-1.5万,本科,Python SQL R语言 商业数据分析 运营数据分析 ,3-5年,7.75
246,上海-长宁,数据分析 高薪 (154612),上海艾杰飞人才管理咨询有限公司,100-299人,外商独资,2万-3.5万,本科,Java Python R语言 SQL ,5-10年,7.55
247,上海,管培生、销售经理、数据分析、储备店长、无责保障底薪8k,上海链家地产,10000人以上,民营,1.1万-2.2万,本科,营销方向 市场方向 销售方向 店长方向 ,不限,6.75
248,上海-闵行,中台数据分析/大平台/薪资open,深圳南区人瑞人力资源服务有限公司,10000人以上,上市公司,1.2万-1.5万,本科,Python SQL R语言 商业数据分析 运营数据分析 ,3-5年,7.75
249,上海-浦东,电商数据分析+10-16k+双休+五险一金,上海卓川企业集团有限公司,500-999人,股份制企业,1万-1.5万,学历不限,运营数据分析 ,1-3年,6.7
250,上海-浦东,保障年薪10万起 互联网 数据分析 五险一金 大平台+置业顾问,上海链家地产,10000人以上,民营,8千-1.5万,本科,全国 房地产 互联网金融 贷款行业 投资/理财 网络/信息安全 教育培训 汽车 ,无经验,6.55
251,上海-闵行,呼叫中心中台数据分析/12~15k,深圳南区人瑞人力资源服务有限公司,10000人以上,上市公司,1.2万-1.5万,本科,Python SQL R语言 商业数据分析 运营数据分析 ,3-5年,7.75
252,上海-长宁,销售数据分析主管（日语）,上海日弘企业管理咨询有限公司,20-99人,合资,1万-1.5万,大专,日语 ,不限,5.7
253,上海-闵行,1实习月薪8K起+置业数据分析+住宿方案+上市企业闵行,上海链家地产,10000人以上,民营,8千-1.6万,本科,市场营销 置业顾问 策划 ,不限,6.75
254,上海-徐汇,数据分析实习生,中国四达国际经济技术合作公司上海分公司,100-299人,国企,100-150/天,中专/中技,数据可视化 数据库 ETL清洗 ,无经验,5.85
255,上海,临床数据分析员,上海必胜人力资源有限公司,300-499人,外商独资,2.3万-2.8万,本科,临床数据分析 ,5-10年,7.7
256,上海-浦东,储备店长 管培生 数据分析运营 管理运营 市场营销储备经理 互联网大平台,上海链家地产,10000人以上,民营,8千-1.5万,本科,个人客户 大客户（KA） 院校客户 店长方向 营销方向 运营方向 销售方向 ,不限,6.75
257,上海-普陀,销售部实习生（数据分析）,天津佩能能源科技发展有限公司,20-99人,民营,150-170/天,本科,Python Java SPSS SAS Power BI ,无经验,5.5
258,上海,商品行业分析师 (MJ001548),上海东证期货有限公司,500-999人,国企,1.5万-3万,硕士,经济分析 ,不限,6.45
259,上海-浦东,客户数据应用分析岗,中国大地财产保险股份有限公司,10000人以上,国企,1.1万-1.5万,硕士,Python R语言 SAS ,无经验,6.85
260,上海-黄浦,数据应用分析岗,中银消费金融,500-999人,合资,1.5万-2万,本科,SQL ,3-5年,6.95
261,上海,数据专员,韩进(上海)食品有限公司,300-499人,民营,6千-1万,大专,多元统计分析 ,1-3年,6.45
262,上海-黄浦,数据统计专员,深圳市申河信息科技有限公司,20-99人,民营,6千-1.1万,本科,Python 机器学习 商业数据分析 ,不限,5.7
263,上海-虹口,数据处理工程师,上海嘉勉信息技术有限公司,20-99人,民营,6千-1万,本科,SQL ,1-3年,6.1
264,上海-闵行,数据专员,韩进(上海)食品有限公司,300-499人,民营,7千-9千,本科,数据处理 自动化办公 ,1-3年,6.55
265,上海-闵行,数据统计专员（包吃住、缴纳五险一金）,上海新孚美变速箱技术服务有限公司,500-999人,股份制企业,6千-7千,学历不限,SQL 行业分析 excel ,1-3年,6.7
266,上海-浦东,数据策略,上海江勃投资管理有限公司,500-999人,无,1.3万-2万,本科,SQL SAS Tableau 金融数据分析 运营数据分析 风控数据分析 ,3-5年,6.3
267,上海-闵行,数据处理工程师,南京思影科技有限公司,20-99人,民营,1.5万-2.5万,本科,Python R语言 机器学习 深度学习 MATLAB 多元统计分析 Shell 神经网络 ,不限,5.65
268,上海-浦东,大科技行业分析师(J12426),东北证券,1000-9999人,上市公司,面议,硕士,证券从业资格证 行业分析 ,不限,7.1
269,上海-浦东,结构融资分析师/高级分析师（上海）,东方金诚国际信用评估有限公司,300-499人,国企,1万-1.5万,硕士,量化分析 经济分析 证券从业资格证 ,不限,6.45
270,上海-黄浦,审批数据岗,新大陆科技集团有限公司,1000-9999人,上市公司,1.5万-2.5万,本科,SQL ,3-5年,7.55
271,上海-浦东,数据应用分析经理,交银企业管理服务(上海)有限公司张江高科技园区分公司,1000-9999人,国企,1.3万-2.6万,本科,商业数据分析 金融数据分析 ,5-10年,7.8
272,上海,证券分析师助理实习生,上海从容投资管理有限公司,100-299人,民营,290-300/天,本科,投资分析 行业分析 数据分析 ,无经验,5.8
273,上海-徐汇,商业分析师,上海君道贵酿酒业有限公司,1000-9999人,上市公司,1.5万-2.8万,本科,SQL Tableau 金融 线下零售 电商 ,5-10年,7.95
274,上海-浦东,金融业务分析师/高级分析师,东方金诚国际信用评估有限公司,300-499人,国企,1万-1.5万,硕士,行业分析 ,不限,6.45
275,上海-黄浦,数据治理专家,中国船舶集团海舟系统技术有限公司,100-299人,国企,1.8万-3.5万,本科,数据治理 ,5-10年,7.15
276,上海-黄浦,商品分析师 (MJ000006),上海东证期货有限公司,500-999人,国企,1万-2万,硕士,研究分析 ,无经验,6.4
